Name,Price,Vendor,Avaliability,SKU
Nexus 252L Double Door Refrigerator| NX-250 - Inox,"₦348,000.00",Nexus Shopahome,In stock,50056
Nexus 252L Double Door Refrigerator| NX-320NF - INOX,"₦354,000.00",Nexus Shopahome,In stock,50057
Nexus 320L Double Door Refrigerator| NX-350,"₦406,000.00",Nexus Shopahome,In stock,50058
Nexus 340L Double Door Refrigerator| NX-450NF,"₦425,000.00",Nexus Shopahome,In stock,50059
Nexus 300L Upright Showcase Refrigerator| NX-501,"₦504,000.00",Nexus Shopahome,In stock,50074
Nexus 350L Upright Showcase Refrigerator| NX-551,"₦552,000.00",Nexus Shopahome,In stock,50075
Nexus 50*50 4 Burner Gas Cooker| GCCR-NX-5055BC,"₦152,000.00",Nexus Shopahome,In stock,50077
Nexus 60*60 4 Burner Gas Cooker| NX-6003,"₦224,000.00",Nexus Shopahome,In stock,50083
Nexus 60*60 (3 Burner + 1 Electric) Burner Gas Cooker| NX-6004 - Wood Finish,"₦247,000.00",Nexus Shopahome,In stock,50086
Nexus 90*60 5 Burner Gas Cooker| NX-9000S,"₦377,000.00",Nexus Shopahome,In stock,50089
Binatone Blender/Grinder BLG-595| BINBL595,"₦58,400.00",LG/ Hisense/ Maxi Shopahome,In stock,20447
Binatone Blender/Grinder BLG-605SS| BINBL605SS,"₦75,700.00",LG/ Hisense/ Maxi Shopahome,In stock,20448
Binatone Water Kettle CEJ-1780| BINKT1780BLK,"₦22,000.00",LG/ Hisense/ Maxi Shopahome,In stock,20449
Binatone Water Kettle CEJ-2005| BINKT2005,"₦23,000.00",LG/ Hisense/ Maxi Shopahome,In stock,20450
Binatone Deluxe Double Wall Water Kettle CEJ-1799DW| BINKT1799DW,"₦39,500.00",LG/ Hisense/ Maxi Shopahome,In stock,20451
Binatone Water Kettle CEJ-3000 BK| BINKT3000BLK,"₦30,500.00",LG/ Hisense/ Maxi Shopahome,In stock,20452
Binatone Stainless Steel Water Kettle CEJ-1725SS| BINKT1725,"₦29,500.00",LG/ Hisense/ Maxi Shopahome,In stock,20453
Nexus 90*60 (4 Burner +2 Electric) Gas Cooker| NX-9001,"₦459,000.00",Nexus Shopahome,In stock,50091
Nexus 90*60 (4 Burner + 2 Electric) Gas Cooker| GCCR-NX-8000S,"₦369,000.00",Nexus Shopahome,In stock,50092
Nexus 90*60 (4 Burner + 2 Electric) Gas Cooker| NX-9002,"₦469,000.00",Nexus Shopahome,In stock,50093
Nexus 90*60 (4 Burner + 2 Electric) Double Oven Gas Cooker| GCCR-NX-8001S,"₦416,000.00",Nexus Shopahome,In stock,50094
Saisho 1Litre 3 In 1 Blender| S-742(6),"₦17,000.00",Nexus Shopahome,In stock,50095
Saisho 3 In 1 Blender| S-748,"₦17,000.00",Nexus Shopahome,In stock,50096
Saisho 1.5Litre 4 In 1 Blender| S-T4PN(6),"₦21,000.00",Nexus Shopahome,In stock,50099
Nexus VitaBarMix Juice Blender| NX-2000,"₦20,000.00",Nexus Shopahome,In stock,50100
Nexus 1.5Litre 2 In 1 Blender| NX-3010(4),"₦24,000.00",Nexus Shopahome,In stock,50101
Nexus VitaSmoothMix Smoothie Blender| NX-4050(6),"₦26,000.00",Nexus Shopahome,In stock,50102
Nexus VitaSuperMix Blender| NX-7000,"₦25,000.00",Nexus Shopahome,In stock,50103
Nexus VitaSuperMix Blender| NX-8050,"₦27,000.00",Nexus Shopahome,In stock,50104
Nexus 2.2Litre VitaPowerMix Blender| NX-12000 (1),"₦49,000.00",Nexus Shopahome,In stock,50105
Saisho Electric Hotplate| HP-1(12),"₦11,000.00",Nexus Shopahome,In stock,50106
Saisho Coil Electric Hotplate| HP-9(10),"₦9,000.00",Nexus Shopahome,In stock,50108
Binatone SI-2410 Steam Iron| BINIRO2410,"₦33,700.00",LG/ Hisense/ Maxi Shopahome,In stock,20460
Binatone DI-1255 Steam Iron| BINIRO1255,"₦14,700.00",LG/ Hisense/ Maxi Shopahome,In stock,20462
Binatone SI-1605| BINIRO1605,"₦15,000.00",LG/ Hisense/ Maxi Shopahome,In stock,20464
Saisho Double Coil Burner Hotplate| HP-10(6),"₦13,000.00",Nexus Shopahome,In stock,50109
Saisho Steam Iron| S-788,"₦11,000.00",Nexus Shopahome,In stock,50110
Saisho Dry Spray Iron| S-1000BA,"₦11,000.00",Nexus Shopahome,In stock,50112
Nexus 3 Faucet Water Dispenser| NX-101BK,"₦96,000.00",Nexus Shopahome,In stock,50114
Nexus Water Dispenser| NX-102BL,"₦135,000.00",Nexus Shopahome,In stock,50115
Nexus Water Dispenser| NX-016PI,"₦135,000.00",Nexus Shopahome,In stock,50116
Nexus Water Dispenser| NX-016BI,"₦135,000.00",Nexus Shopahome,In stock,50117
Nexus Water Dispenser With Fridge| NX-018R1,"₦135,000.00",Nexus Shopahome,In stock,50119
Nexus Water Dispenser| NX-018SI,"₦135,000.00",Nexus Shopahome,In stock,50120
Nexus Water Dispenser| NX-020WD,"₦135,000.00",Nexus Shopahome,In stock,50121
Nexus Water Dispenser| NX-022WD,"₦135,000.00",Nexus Shopahome,In stock,50122
Nexus Water Dispenser| NX-026WD,"₦135,000.00",Nexus Shopahome,In stock,50123
Saisho 1.9L Electric Kettle| S-402SS(12),"₦11,000.00",Nexus Shopahome,In stock,50126
Saisho Sandwich Maker| S-609 2F(6) - White,"₦15,000.00",Nexus Shopahome,In stock,50127
Saisho Sandwich Maker| S-609 2F(6) - Black,"₦15,000.00",Nexus Shopahome,In stock,50128
Saisho Double Burner Gas Stove| S-301I (1),"₦22,000.00",Nexus Shopahome,In stock,50129
Saisho Table Top 3 Burner Gas Stove| S -306I,"₦41,000.00",Nexus Shopahome,In stock,50130
Saisho 3 Burner Gas Stove| S-307I (1),"₦24,000.00",Nexus Shopahome,In stock,50131
Saisho Double Burner Gas Stove| S-305I BG,"₦37,000.00",Nexus Shopahome,In stock,50132
Nexus Double Burner Gas Stove| NX-205BB,"₦41,000.00",Nexus Shopahome,In stock,50133
Nexus 18 Inch Standing Fan| NX-SF5400B,"₦22,000.00",Nexus Shopahome,In stock,50136
Nexus 18 Inch Industrial Fan| NX-IF4818B,"₦61,000.00",Nexus Shopahome,In stock,50137
Nexus 20 Inch Industrial Fan| NX-IF4820B,"₦68,000.00",Nexus Shopahome,In stock,50138
Nexus 26 Inch Industrial Fan| NX-IF4826B,"₦74,000.00",Nexus Shopahome,In stock,50139
Nexus 16 Inch Rechargeable Fan| NX-RF4521R,"₦63,000.00",Nexus Shopahome,In stock,50142
Nexus 25L Microwave With Grill| NX-9253 -Black,"₦112,000.00",Nexus Shopahome,In stock,50148
Nexus 23L Microwave Oven With Grill| NX-9232 - Silver,"₦108,000.00",Nexus Shopahome,In stock,50149
Nexus 6.5KG Twin Tub Washing Machine| NX-WM-65SA,"₦135,000.00",Nexus Shopahome,In stock,50169
Nexus 7.5KG Twin Tub Washing Machine| NX-WM-75SA,"₦154,000.00",Nexus Shopahome,In stock,50170
Nexus 10KG Twin Tub Washing Machine| NX-WM-100SA,"₦194,000.00",Nexus Shopahome,In stock,50172
Nexus 6KG Automatic Top Load Washing Machine| NX-WM-06ATSL,"₦201,000.00",Nexus Shopahome,In stock,50175
Midea 470L Vertical Refrigerator| HC-611WEN 470LTS BLACK,"₦695,000.00",Somotex Shopahome,In stock,16082
Midea 2 Tap Top Load Water Dispenser| YL1932-S,"₦135,000.00",Somotex Shopahome,In stock,16083
Midea Water Dispenser 20L Black| YL1674S-B,"₦155,000.00",Somotex Shopahome,In stock,16084
Midea Bottom Load Water Dispenser| YL2036-S,"₦175,000.00",Somotex Shopahome,In stock,16085
Midea Bottom Load Water Dispenser| YL1643-S,"₦228,000.00",Somotex Shopahome,In stock,16086
Bruhm 18 Inch Standing Fan| BES-18EB-18 75W,"₦51,000.00",Somotex Shopahome,In stock,16580
Bruhm 181L Double Door Refrigerator| BRUHM REF BFD-195MD,"₦278,000.00",Somotex Shopahome,In stock,16582
Bruhm Water Dispenser 3 Tabs Fridge Cabinet Black Golden| BDS-1196,"₦196,000.00",Somotex Shopahome,In stock,16583
Haier Thermocool 120 Litres Single Door Refrigerator| HR-134MBS R6,"₦164,600.00",Haier Thermocool,In stock,11001
Haier Thermocool 192 Litres Single Door Refrigerator| HR-195CS R6,"₦289,300.00",Haier Thermocool,In stock,11002
Haier Thermocool 199 Litres Single Door Refrigerator| HR-195CBG R6,"₦307,300.00",Haier Thermocool,In stock,11003
Haier Thermocool 185Litres Single Door Refrigerator| HR-185CS,"₦283,900.00",Haier Thermocool,In stock,11004
Haier Thermocool 146 Litres Single Door Refrigerator| HR-177CS R6,"₦262,900.00",Haier Thermocool,In stock,11005
Haier Thermocool 80 Litres Double Door Refrigerator| 80BEX R6 SLV,"₦205,600.00",Haier Thermocool,In stock,11009
Haier Thermocool 95 Litres Double Door Refrigerator| HRF 95BEX,"₦224,200.00",Haier Thermocool,In stock,11010
Haier Thermocool 160 Litres Double Door Refrigerator| HRF-160BEX R6 SLV,"₦305,500.00",Haier Thermocool,In stock,11011
Haier Thermocool 185 Litres Double Door Refrigerator| HRF-185BLUX R6,"₦346,900.00",Haier Thermocool,In stock,11012
Haier Thermocool 210 Litres Double Door Refrigerator| HRF-210BLUX,"₦415,700.00",Haier Thermocool,In stock,11013
Haier Thermocool 250 Litres Double Door Refrigerator| HRF-250BLUX R6 SLV,"₦458,400.00",Haier Thermocool,In stock,11014
Haier Thermocool 320 Litres Double Door Refrigerator| HRF-320BLUX R6,"₦517,500.00",Haier Thermocool,In stock,11015
Haier Thermocool 355 Litres Double Door Refrigerator| HRF-355BLUX R6,"₦586,700.00",Haier Thermocool,In stock,11016
Haier Thermocool 350 Litres Double Door Refrigerator| HRF-350IBGA R6,"₦644,900.00",Haier Thermocool,In stock,11017
Haier Thermocool 385L Double Door Refrigerator| HRF-385IBGA R6 BLK,"₦712,400.00",Haier Thermocool,In stock,11018
Haier Thermocool 420 Litres Double Door Refrigerator| HRF-420IBGA R6 BLK,"₦755,500.00",Haier Thermocool,In stock,11019
Toshiba Fridge 409L Double Door Black Glass| GR-RT559WE-PM,"₦425,600.00",Jamara Shopahome,In stock,99000
Toshiba Fridge 608L Double Door Black| GR-AG820U(XK),"₦582,400.00",Jamara Shopahome,In stock,99001
Toshiba Fridge 592L Side By Side Black| GR-RS780WE-PGF,"₦705,600.00",Jamara Shopahome,In stock,99002
Toshiba Freezer 198L R600A SD White| CR-A198U,"₦224,000.00",Jamara Shopahome,In stock,99003
Toshiba Washing Machine 7KG Front Load Silver| TW-BJ80S2GH (SK),"₦302,400.00",Jamara Shopahome,In stock,99005
Toshiba Washing Machine 8KG Front Load Silver| TW-BJ90S2GH (SK),"₦324,800.00",Jamara Shopahome,In stock,99006
Toshiba Microwave 20L 800W Mechanical White| MM-MM20P(WH),"₦78,400.00",Jamara Shopahome,In stock,99007
Toshiba Microwave 25L 900W Electronic Black| MM-EG25P(BK),"₦123,200.00",Jamara Shopahome,In stock,99008
Toshiba Microwave 42L 1400W Digital Black| ML-EG42P(BS),"₦168,000.00",Jamara Shopahome,In stock,99009
Aeon Air Conditioner 1HP R410 Split Unit with Installation Kit White| ASA09QB4,"₦270,500.00",Jamara Shopahome,In stock,99013
Aeon Air Conditioner 1.5HP R410 Split Unit with Installation Kit White| ASA12QB4,"₦292,900.00",Jamara Shopahome,In stock,99014
Aeon Air Conditioner 2HP R410 Split Unit with Installation Kit White| CSC-18QB,"₦403,200.00",Jamara Shopahome,In stock,99015
Aeon Air Conditioner 3HP R410 Floor Standing with Installation Kit White| CFC-24LA,"₦705,600.00",Jamara Shopahome,In stock,99017
Aeon Air Conditioner 5HP R410 Floor Standing with Installation Kit White| CFC-48LA,"₦1,036,000.00",Jamara Shopahome,In stock,99018
Aeon Freezer 102L R600A SD Grey| ACF100GK,"₦170,800.00",Jamara Shopahome,In stock,99019
Aeon Freezer 146L R600A SD Grey| ACF150GK,"₦200,000.00",Jamara Shopahome,In stock,99020
Aeon Freezer 202L R600A SD Silver| ACF200GK,"₦223,500.00",Jamara Shopahome,In stock,99021
Aeon Freezer 252L R600A SD Silver| ACF250GK,"₦253,200.00",Jamara Shopahome,In stock,99022
Aeon Freezer 302L R600A SD Silver| ACF300GK,"₦323,700.00",Jamara Shopahome,In stock,99023
Aeon Freezer 420L R600A SD Silver| ACF400GK,"₦394,300.00",Jamara Shopahome,In stock,99024
Aeon Freezer 450L R600A SD Silver| ACF450GK,"₦448,000.00",Jamara Shopahome,In stock,99025
Aeon Freezer 200L SD Upright D-Frost White| AUF230W,"₦246,400.00",Jamara Shopahome,In stock,99026
Aeon Fridge 45L SD D-Frost Silver| ARS50G,"₦95,200.00",Jamara Shopahome,In stock,99027
Aeon Fridge 70L SD Silver| ARS70G,"₦112,000.00",Jamara Shopahome,In stock,99028
Aeon Fridge 90L SD D-Frost Silver| ARS100G,"₦134,400.00",Jamara Shopahome,In stock,99029
Haier Thermocool 520 Litres Side By Side Refrigerator| HRF-520IBS BLK,"₦812,900.00",Haier Thermocool,In stock,11020
Aeon Fridge 90L SD D-Frost Black| ARS100B,"₦134,400.00",Jamara Shopahome,In stock,99030
Haier Thermocool 540 Litres Side By Side Refrigerator| HRF-540SG6 R6,"₦911,500.00",Haier Thermocool,In stock,11021
Aeon Fridge 150L SD D-Frost Silver| ARS180G,"₦184,800.00",Jamara Shopahome,In stock,99031
Aeon Fridge 175L SD D-Frost Silver| RS180L,"₦207,200.00",Jamara Shopahome,In stock,90034
Aeon Fridge 150L Double Door D-Frost Silver| ART93G,"₦173,600.00",Jamara Shopahome,In stock,90036
Aeon Fridge 140L Double Door D-Frost Silver| ART138G,"₦196,000.00",Jamara Shopahome,In stock,90037
Aeon Fridge 205L Double Door D-Frost Silver| RT205L,"₦263,200.00",Jamara Shopahome,In stock,90038
Haier Thermocool 569 Litres Side By Side Refrigerator with Water Dispenser| HRF-540WBS R6,"₦967,400.00",Haier Thermocool,In stock,11022
Aeon Fridge 260L Double Door D-Frost Silver| RT260L,"₦330,400.00",Jamara Shopahome,In stock,90039
Aeon Fridge 268L Double Door D-Frost Silver| ART298D,"₦330,400.00",Jamara Shopahome,In stock,90040
Haier Thermocool 456 Litres Side by Side Refrigerator| HTF-456DM6 R6,"₦1,187,700.00",Haier Thermocool,In stock,11023
Haier Thermocool 619 Litres Side by Side Refrigerator| HRF-619SI(B) R6,"₦1,304,600.00",Haier Thermocool,In stock,11024
Haier Thermocool 515 Litres Side-by-Side 90 Series Refrigerator| HSR3918FIMP(UK),"₦1,450,400.00",Haier Thermocool,In stock,11025
Haier Thermocool 610 Litres Side By Side Refrigerator| HTF-610DM7(UK) R6,"₦1,774,900.00",Haier Thermocool,In stock,11026
Haier Thermocool 100 Litres Freezer| HTF-100HA WHT,"₦205,200.00",Haier Thermocool,In stock,11027
Haier Thermocool 100 Litres Freezer| HTF-100HA SLV,"₦204,900.00",Haier Thermocool,In stock,11028
Haier Thermocool 150 Litres Freezer| HTF-150HA WHT,"₦239,700.00",Haier Thermocool,In stock,11029
Haier Thermocool 150 Litres Freezer| HTF-150HAS SLV,"₦265,200.00",Haier Thermocool,In stock,11030
Haier Thermocool 200 Litres Chest Freezer| HTF-200HAS WHT,"₦293,500.00",Haier Thermocool,In stock,11031
Haier Thermocool 200 Litres Chest Freezer| HTF-200HAS SLV,"₦309,600.00",Haier Thermocool,In stock,11032
Haier Thermocool 259 Litres Chest Freezer| HTF-259HB R6 WHT,"₦253,200.00",Haier Thermocool,In stock,11033
Haier Thermocool 319 Litres Chest Freezer| HTF-319HEC,"₦276,400.00",Haier Thermocool,In stock,11034
Haier Thermocool 719 Litres Chest Freezer| HTF-719HB R290 WHT,"₦1,042,100.00",Haier Thermocool,In stock,11035
Haier Thermocool 219 Litres Inverter Chest Freezer| HTF-219W R6 WHT,"₦382,400.00",Haier Thermocool,In stock,11036
Haier Thermocool 219 Litres Inverter Chest Freezer| HTF-219IS R6 SLV,"₦391,800.00",Haier Thermocool,In stock,11037
Aeon 60x60 Gas Cooker 3 Gas Black Hob + 1 Electric Hob- Wood| S6312GEIMEDBW,"₦207,200.00",Jamara Shopahome,In stock,90050
Aeon 90x60 Gas Cooker 4Gas Inox Hob + 2 Electric Hob- Black| FF9422GBZJ,"₦313,600.00",Jamara Shopahome,In stock,90051
Aeon 90x60 Gas Cooker 4Gas Inox Hob + 2 Electric Hob- Silver| FF9422GBZM,"₦313,600.00",Jamara Shopahome,In stock,90052
Aeon 90x60 Gas Cooker 4Gas Black Hob + 2 Electric Hob- Wood| S9422GEIMEDBW,"₦336,000.00",Jamara Shopahome,In stock,90053
Aeon 16 Inch 45W Standing Fan| ASF1609,"₦20,500.00",Jamara Shopahome,In stock,90054
Aeon 18 Inch 55W Standing Fan| ASF1804,"₦22,500.00",Jamara Shopahome,In stock,90055
Aeon 16 Inch 40W Rechargeable Standing Fan| ARF-16B,"₦71,000.00",Jamara Shopahome,In stock,90056
Aeon 18 Inch 40W Rechargeable Standing Fan| ARF-18B,"₦79,000.00",Jamara Shopahome,In stock,90057
Haier Thermocool 259 Litres Inverter Chest Freezer| HTF-259IW R6 WHT,"₦426,800.00",Haier Thermocool,In stock,11038
Haier Thermocool 319 Litres Inverter Chest Freezer| HTF-319IW R6 WHT,"₦480,500.00",Haier Thermocool,In stock,11039
Haier Thermocool 219 Litres Inverter Chest Freezer| HTF-219TS SLV,"₦478,100.00",Haier Thermocool,In stock,11040
Haier Thermocool 319 Litres Turbo Inverter Chest Freezer| HTF-319IS R6 SLV,"₦490,300.00",Haier Thermocool,In stock,11041
Aeon 5KG Twin Tub Washing Machine| AWM05TT,"₦112,000.00",Jamara Shopahome,In stock,90058
Haier Thermocool 319 Litres Inverter Chest Freezer| HTF-319TS R6 SLV,"₦592,900.00",Haier Thermocool,In stock,11042
Haier Thermocool 379 Litres Turbo Chest Freezer,"₦444,600.00",Haier Thermocool,In stock,11043
Haier Thermocool 379 Litres Inverter Chest Freezer| HTF-379IS SLV,"₦686,000.00",Haier Thermocool,In stock,11044
Haier Thermocool 379 Litres Inverter Chest Freezer| HTF-379TS R6,"₦714,500.00",Haier Thermocool,In stock,11045
Haier Thermocool 429 Litres Inverter Chest Freezer| HTF-429IS R6 SLV,"₦784,300.00",Haier Thermocool,In stock,11046
Haier Thermocool 519 Litres Inverter Chest Freezer| HTF-519IS R6 SLV,"₦856,800.00",Haier Thermocool,In stock,11047
Haier Thermocool 180 Litres Upright Freezer| HF-180BS R6,"₦408,500.00",Haier Thermocool,In stock,11048
Haier Thermocool 250 Litres Upright Freezer| HF-250BS R6,"₦648,500.00",Haier Thermocool,In stock,11049
Haier Thermocool Ice Cream Display Freezer| HT SD-332H,"₦526,100.00",Haier Thermocool,In stock,11050
TCL 1HP Split Unit Air Conditioner R410A with Kit| TAC-09CSA/XAB1,"₦303,600.00",Jamara Shopahome,In stock,90081
TCL 1.5HP Split Unit Air Conditioner R410A with Kit| TAC-12CSA/XAB1,"₦333,800.00",Jamara Shopahome,In stock,90082
TCL 2HP Split Unit Air Conditioner R410A with Kit| TAC-18CSA/XAB1,"₦437,400.00",Jamara Shopahome,In stock,90083
TCL 1HP Inverter Split Unit Air Conditioner R410A with Kit| TAC-09CSA/XAB1I,"₦351,700.00",Jamara Shopahome,In stock,90084
TCL 1.5HP Inverter Split Unit Air Conditioner R410A with Kit| TAC-12CSA/XAB1I,"₦374,100.00",Jamara Shopahome,In stock,90085
TCL 2HP Inverter Split Unit Air Conditioner R410A with Kit| TAC-18CSA/XAB1I,"₦574,600.00",Jamara Shopahome,In stock,90086
TCL 3HP Floor Standing Air Conditioner R410A with Kit| TAC-24CF/C,"₦716,800.00",Jamara Shopahome,In stock,90087
TCL 5HP Floor Standing Air Conditioner R410A with Kit| TAC-48CF/C,"₦1,047,200.00",Jamara Shopahome,In stock,90088
TCL 2HP Tower Inverter Floor Standing Air Conditioner R32 with Kit| TAC-18CFD/MCI,"₦868,000.00",Jamara Shopahome,In stock,90089
TCL 3HP Tower Inverter Floor Standing Air Conditioner R32 with Kit| TAC-24CFD/MCI,"₦980,000.00",Jamara Shopahome,In stock,90090
TCL 220 Litres Double Door D-Frost Refrigerator| F210TMG,"₦252,000.00",Jamara Shopahome,In stock,90091
TCL 425 Litres Double Door D-Frost Refrigerator| P425TMS,"₦548,800.00",Jamara Shopahome,In stock,90092
TCL 538 Litres Double Door No Frost Refrigerator with Water Dispenser| P545TMS,"₦593,600.00",Jamara Shopahome,In stock,90093
TCL 520 Litres Side By Side No Frost Inverter Refrigerator| P520SBS,"₦700,000.00",Jamara Shopahome,In stock,90094
TCL 529 Litres Side By Side No Frost Inverter Refrigerator| P520SBG,"₦797,500.00",Jamara Shopahome,In stock,90095
TCL 429 Litres Cross Door Inverter Refrigerator| P460CDS,"₦756,000.00",Jamara Shopahome,In stock,90096
TCL 597 Litres Side By Side No Frost Inverter Refrigerator| P650SBS,"₦784,000.00",Jamara Shopahome,In stock,90097
TCL 8KG Top Load Washing Machine| F708TL,"₦212,800.00",Jamara Shopahome,In stock,90098
TCL 6KG Front Load Washing Machine| F606FLS,"₦269,000.00",Jamara Shopahome,In stock,90099
TCL 8KG Front Load Washing Machine| F608FLS,"₦302,500.00",Jamara Shopahome,In stock,90100
TCL 9KG Front Load Washing Machine| P609FLS,"₦414,400.00",Jamara Shopahome,In stock,90101
TCL 10KG Front Load Washing Machine| P610FLS,"₦448,000.00",Jamara Shopahome,In stock,90102
TCL 10KG Front Load Washer Dryer Washing Machine| C210WDG,"₦560,000.00",Jamara Shopahome,In stock,90103
Haier Thermocool 1HP Tundra Air Conditioner| HSU-09TESN-02,"₦292,700.00",Haier Thermocool,In stock,11051
Haier Thermocool 2HP Floor Standing Air Conditioner| HPU-18CYW-01,"₦869,800.00",Haier Thermocool,In stock,11060
Haier Thermocool 3HP Floor Standing Air conditioner| HPU-24CYW-01,"₦1,100,100.00",Haier Thermocool,In stock,11062
Haier Thermocool 10HP DC Inverter Air Condition| 1U96WS1ERB/ AP96FS1ERA,"₦3,696,000.00",Haier Thermocool,In stock,11065
Haier Thermocool Air Conditioner Installation Kit 6.35MM/9.52MM,"₦26,500.00",Haier Thermocool,In stock,11066
Haier Thermocool Split Unit Air Conditioner Installation Kit 6.35MM/12.70M,"₦30,300.00",Haier Thermocool,In stock,11067
Haier Thermocool 6KG Semi Automatic Washing Machine| TLSA06GRY,"₦182,300.00",Haier Thermocool,In stock,11068
Haier Thermocool 8KG Semi Automatic Washing Machine| TLSA08AD,"₦221,600.00",Haier Thermocool,In stock,11069
Haier Thermocool 10.2KG Semi Automatic Washing Machine| TLSA10AD,"₦244,200.00",Haier Thermocool,In stock,11070
Haier Thermocool 7KG Automatic Washing Machine| TLA07GP,"₦252,800.00",Haier Thermocool,In stock,11071
Haier Thermocool 8KG Top Load Automatic Washing Machine| TLA08GP,"₦279,900.00",Haier Thermocool,In stock,11072
Haier Thermocool 13KG Semi Automatic Washing Machine| TLSA13AD,"₦310,000.00",Haier Thermocool,In stock,11073
Haier Thermocool 8KG Front Load Automatic Washing Machine| FLA08V929S,"₦522,800.00",Haier Thermocool,In stock,11074
Haier Thermocool 10KG Front Load Automatic Washing Machine| FLA10V929S,"₦565,800.00",Haier Thermocool,In stock,11075
Haier Thermocool 10/6KG Front Loader Washer/Dryer Machine| HWD100-BP14979S,"₦643,400.00",Haier Thermocool,In stock,11076
Haier Thermocool 8/5KG Inverter Washer And Dryer Machine| HWD80-BP14636S,"₦420,200.00",Haier Thermocool,In stock,11077
Haier Thermocool 25Litres Microwave Oven| D90D25EL-QF,"₦81,100.00",Haier Thermocool,In stock,11078
Haier Thermocool 30 Litres Microwave Oven| P90N30EP-ZK,"₦83,900.00",Haier Thermocool,In stock,11079
Haier Thermocool 20L Microwave Oven| MD20SS01,"₦96,400.00",Haier Thermocool,In stock,11080
Haier Thermocool 25 Litres Digital Microwave Oven| MDG25SS01,"₦128,400.00",Haier Thermocool,In stock,11081
Haier Thermocool 30L Microwave Oven| MDG30BS01,"₦148,100.00",Haier Thermocool,In stock,11082
Haier Thermocool 20 Litres Digital Microwave Oven| SBH207QJB-P,"₦62,200.00",Haier Thermocool,In stock,11083
Haier Thermocool 20 Litres Microwave Oven| MM20BB01,"₦87,300.00",Haier Thermocool,In stock,11084
Haier Thermocool 20 Litres Microwave Oven| SMH207ZSB-P,"₦54,800.00",Haier Thermocool,In stock,11085
Haier Thermocool 20 Litres Microwave Oven| SMH207ZSB-P SLV,"₦57,700.00",Haier Thermocool,In stock,11086
Haier Thermocool Mini Chopper| HCP-1215,"₦4,900.00",Haier Thermocool,In stock,11087
Haier Thermocool Sandwich Maker| HST5000-GS,"₦15,700.00",Haier Thermocool,In stock,11088
Haier Thermocool Smoothie Maker| HLB-6006A,"₦15,500.00",Haier Thermocool,In stock,11089
Haier Thermocool Electric Kettle| HEK-1200-1Z ES,"₦24,900.00",Haier Thermocool,In stock,11090
Haier Thermocool 2 Hob Gas Burner| TGC-2GA,"₦32,900.00",Haier Thermocool,In stock,11091
Haier Thermocool Table Top Gas Burner- 100006747,"₦33,500.00",Haier Thermocool,In stock,11092
Haier Thermocool Table Top Gas Burner- 100008610,"₦21,700.00",Haier Thermocool,In stock,11093
Haier Thermocool 3 Burner Gas Cooker| TGC-3GA- GLASS TRIO,"₦39,600.00",Haier Thermocool,In stock,11094
Haier Thermocool 2 Gas Burner| TGC-2SA - Stainless Duo,"₦25,200.00",Haier Thermocool,In stock,11095
Haier Thermocool Table Top 2 Gas Burner| TGC-2TA Teflon Duo,"₦29,600.00",Haier Thermocool,In stock,11096
Haier Thermocool 3 Gas Burner| TGC-3GB- Glass Delux,"₦50,200.00",Haier Thermocool,In stock,11097
Haier Thermocool 50×50 4 Burner Gas Cooker| 504G OG-4540,"₦192,100.00",Haier Thermocool,In stock,11098
Haier Thermocool (3 Gas + 1 Electric) Cooker| 503G1E OG-4531,"₦214,100.00",Haier Thermocool,In stock,11099
Samsung 23 Litres Microwave Solo with Anti Bacterial Ceramic Enamel Interior| MS23F301TAK/EU,"₦125,000.00",SIMs,In stock,60133
Samsung 23 Litres Microwave Solo with Anti Bacterial Ceramic Enamel Interior| MS23F301TAS/EU,"₦164,000.00",SIMs,In stock,60134
Haier Thermocool 60*60 4 Burner Gas Cooker| 604G OG-6840,"₦248,800.00",Haier Thermocool,In stock,11100
Samsung 23 Litres Microwave Grill Oven With Anti Bacterial Ceramic Enamel Interior| MG23K3515AK/SG,"₦184,000.00",SIMs,In stock,60135
Haier Thermocool 60*60 (3 Gas + 1 Electric) Cooker| 603G1E OG-6831 BLK,"₦273,700.00",Haier Thermocool,In stock,11101
Samsung 32 Litres Microwave Grill Oven With Anti Bacterial Ceramic Enamel Interior| MC32K7055CK/EU,"₦359,000.00",SIMs,In stock,60136
Haier Thermocool 60*60 (3 Gas + 1 Electric) Cooker| 603G1E OG-6831 INX,"₦344,700.00",Haier Thermocool,In stock,11102
Haier Thermocool 60*60 (3 Gas + 1 Electric) Cooker| 603G1E OGDC-6831,"₦435,500.00",Haier Thermocool,In stock,11103
Haier Thermocool 90*60 5 Burner Gas Cooker| 905G OG-9850 INX,"₦677,200.00",Haier Thermocool,In stock,11104
Haier Thermocool 90*60 (4 Gas + 1 Electric) Cooker| 904G1E OG-9841 INX,"₦623,200.00",Haier Thermocool,In stock,11105
Haier Thermocool 90*60 (4 Gas + 2 Electric) Cooker| 904G2E OG-9842 BUR,"₦634,000.00",Haier Thermocool,In stock,11106
Samsung 6KG Twin Tub Top Load Washing Machine with EZ Wash Tray| WT60H2500HP/NQ,"₦311,000.00",SIMs,In stock,60140
Samsung 7KG Twin Tub Top Load Washing Machine with EZ Wash Tray| WT70H3200MG,"₦321,000.00",SIMs,In stock,60141
