Name,Price,Vendor,Avaliability,SKU
Actiu Module Locker 12 Compartments,"₦1,535,800.00",LG/ Hisense/ Maxi Shopahome,In stock,20403
Actiu Module Locker 8 Compartments,"₦1,050,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20404
Actiu Agile Tech Caddy 500,"₦2,081,600.00",LG/ Hisense/ Maxi Shopahome,In stock,20406
Actiu Agile Class Caddy 500,"₦1,570,300.00",LG/ Hisense/ Maxi Shopahome,In stock,20407
Actiu Grandstand with Castors,"₦1,243,500.00",LG/ Hisense/ Maxi Shopahome,In stock,20408
Actiu Agile Puff,"₦382,400.00",LG/ Hisense/ Maxi Shopahome,In stock,20409
Hisense 68WCD-RC 538L Side-by-Side PureFlat Smart Refrigerator| HISREF68WCD-RC,"₦2,517,800.00",LG/ Hisense/ Maxi Shopahome,In stock,20410
LG GN-B392PLGB 395L Top Freezer Refrigerator| LGREF392PLGB-B,"₦696,400.00",LG/ Hisense/ Maxi Shopahome,In stock,20411
LG Split AC 1HP| LGSPL10HPSTANDARD,"₦301,300.00",LG/ Hisense/ Maxi Shopahome,In stock,20414
LG Split AC 1.5HP| LGSPL15HPSTANDARD,"₦341,400.00",LG/ Hisense/ Maxi Shopahome,In stock,20415
LG Split AC 2.0HP| LGSPL20HPSTANDARD,"₦490,300.00",LG/ Hisense/ Maxi Shopahome,In stock,20416
LG GR-X31FMQHL 889L InstaView Door In Door Side by Side Refrigerator| LGREF31FMQHL-X,"₦3,432,700.00",LG/ Hisense/ Maxi Shopahome,In stock,20418
Hisense H04AFBK1S1 4.5L Air Fryer| HISAF04BK1S1-H,"₦55,700.00",LG/ Hisense/ Maxi Shopahome,In stock,20420
Hisense H09AFBK2S5 8.8L Air Fryer| HISAF09BK2S5-H,"₦96,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20421
Hisense H06AFBS1S3 6.3L Air Fryer| HISAF06BS1S3-H,"₦62,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20422
Royal 50*60 5 Burner Gas Cooker| RG-C9650S,"₦518,000.00",SIMs,In stock,60021
Royal 90*60 5 Burner Gas Cooker| RG6950LB,"₦612,000.00",SIMs,In stock,60022
Royal 90*60 Premium Gas Cooker (4+2)| RPG6942WD,"₦621,000.00",SIMs,In stock,60023
Royal 90*60 Premium Gas Cooker (4+2)| RPG6942CC,"₦518,000.00",SIMs,In stock,60024
Royal 90*60 Premium Gas Cooker (4+2)| RPG6942BC,"₦612,000.00",SIMs,In stock,60025
Royal 60*60 Semi Professional 4 Burner Gas Cooker| RG-CTZ60S,"₦501,000.00",SIMs,In stock,60026
Royal 90*60 Semi Professional 5 Burner Gas Cooker| RG-CTZ90S,"₦895,000.00",SIMs,In stock,60027
Royal 1HP Split Air Conditioner LVS/ Energy Saving R410| MA09RSA,"₦330,000.00",SIMs,In stock,60028
Royal 1.5HP Split Air Conditioner LVS/ Energy Saving R410| MA12RSA,"₦359,000.00",SIMs,In stock,60029
Royal 2HP Split Air Conditioner LVS/ Energy Saving R410| MA18RSA,"₦499,000.00",SIMs,In stock,60030
Royal 1HP Split Air Conditioner LVS/ Energy Saving with Installation Kit| FE09RSAX-R410,"₦347,000.00",SIMs,In stock,60031
Royal 1.5HP Split Air Conditioner LVS/ Energy Saving with Installation Kit| FE12RSAX-R410,"₦376,000.00",SIMs,In stock,60032
Royal 2HP Split Air Conditioner LVS/ Energy Saving with Installation Kit| FE18RSAX-R410,"₦517,000.00",SIMs,In stock,60033
Royal 1HP Inverter Split R410 Air Conditioner| MR09RSAN,"₦395,000.00",SIMs,In stock,60034
Royal 1.5HP Inverter Split R410 Air Conditioner| MR12RSAN,"₦415,000.00",SIMs,In stock,60035
Royal 2HP Inverter Split R410 Air Conditioner| MR18RSAN,"₦643,000.00",SIMs,In stock,60036
Royal 2HP Split Inverter Air Conditioner R410 with Installation Kit| FV18RSAB-INV,"₦610,000.00",SIMs,In stock,60037
Royal 1HP Split Inverter Air Conditioner R32 Gas with Installation Kit| FL09RSA-R32-INV,"₦416,000.00",SIMs,In stock,60038
Royal 1.5HP Split Inverter Air Conditioner R32 Gas with Installation Kit| FL12RSA-R32-INV,"₦436,000.00",SIMs,In stock,60039
Royal 2HP Split Inverter Air Conditioner R32 Gas with Installation Kit| FL18RSA-R32-INV,"₦664,000.00",SIMs,In stock,60040
Royal 1HP Inverter Black Signature Inverter Split Unit Air Conditioner R32 Gas with Installation Kit| BV09RSAGN-INV| BV09RSA-INV,"₦574,000.00",SIMs,In stock,60041
Royal 1.5HP Inverter Black Signature Inverter Split Unit Air Conditioner R32 Gas with Installation Kit| BV12RSAGN-INV| BV12RSA-INV,"₦589,000.00",SIMs,In stock,60042
Royal 2HP Inverter Black Signature Inverter Split Unit Air Conditioner R32 Gas with Installation Kit| BV18RSAGN-INV| BV18RSA-INV,"₦810,000.00",SIMs,In stock,60043
Royal 2HP Floor Standing Air Conditioner LVS/ Energy Saving R410 with Installation Kit| AKF18FAC,"₦966,000.00",SIMs,In stock,60044
Royal 3HP Floor Standing Air Conditioner LVS/ Energy Saving R410 With Installation Kit| AKF24R410A,"₦1,096,000.00",SIMs,In stock,60045
Royal 5HP Floor Standing Air Conditioner LVS/ Energy Saving R410 With Installation Kit| M48FACX-R410,"₦1,605,000.00",SIMs,In stock,60046
Royal 2HP Inverter Floor Standing Air Conditioner with Installation Kit R410| 18-MKF-INV,"₦1,052,000.00",SIMs,In stock,60047
Royal 3HP Inverter Floor Standing Air Conditioner with Installation Kit R410| 24-MKF-INV,"₦1,349,000.00",SIMs,In stock,60048
Royal 3HP el Picasso Tower Inverter Floor Standing Air Conditioner with Installation Kit R410a (Gold)| YW3FAC-INV,"₦1,059,000.00",SIMs,In stock,60049
Royal 3HP el Picasso Tower Inverter Floor Standing Air Conditioner with Installation Kit R410a (White)| YT3FACX,"₦981,000.00",SIMs,In stock,60050
Royal 3HP Burj Khalifa Inverter Tower Floor Standing Air Conditioner with Installation Kit R410a (Gold)| HG3FAC-INV,"₦1,601,000.00",SIMs,In stock,60051
Royal 3HP Burj Khalifa Inverter Tower Floor Standing Air Conditioner with Installation Kit R410a (White)| HW3FAC-INV,"₦1,587,000.00",SIMs,In stock,60052
Royal 3HP Inverter Tower Floor Standing Air Conditioner with Installation Kit R410a | QW3FACN-INV,"₦1,438,000.00",SIMs,In stock,60053
Royal 50 Litres Single Door Bedside Refrigerator| RBC-52,"₦129,000.00",SIMs,In stock,60054
Royal 90 Litres Single Door Refrigerator| RBC-100,"₦163,000.00",SIMs,In stock,60055
Royal 160 Liters Single Door Refrigerator| RBC-170,"₦280,000.00",SIMs,In stock,60057
Royal 190 Liters Single Door Refrigerator| RBC-200,"₦317,000.00",SIMs,In stock,60058
Royal 225 Litres Double Door Refrigerator| RBCD-225,"₦391,000.00",SIMs,In stock,60059
Royal 275 Litres Double Door Refrigerator| RBBD-275,"₦435,000.00",SIMs,In stock,60060
Royal 310 Liters Double Door Refrigerator| RFFR-311DD,"₦522,000.00",SIMs,In stock,60061
Royal 450 Litres Refrigerator Side-by-Side Door| RSBS-450DI,"₦796,000.00",SIMs,In stock,60062
Royal 532 Litres Refrigerator Side-by-Side Door| RSBS-532DI,"₦824,000.00",SIMs,In stock,60063
Royal 100 Liters Chest Freezer| RCF-HU100,"₦206,000.00",SIMs,In stock,60064
Royal 150 Liters Chest Freezer| RCF-HU150,"₦239,000.00",SIMs,In stock,60065
Royal 200 Litres Chest Freezer| RCF-HU200,"₦310,000.00",SIMs,In stock,60066
Royal 250 Litres Chest Freezer| RCF-HU250,"₦344,000.00",SIMs,In stock,60067
Royal 320 Litres Chest Freezer| RCF-HU320,"₦422,000.00",SIMs,In stock,60068
Royal 385 Litres Chest Freezer| RCF-H385,"₦659,000.00",SIMs,In stock,60069
Royal 34 Litres Microwave Oven| RMW34SMP,"₦162,000.00",SIMs,In stock,60070
Royal 43 Litres Microwave Oven| RMW43SBP,"₦188,000.00",SIMs,In stock,60071
Royal 20 Litres Microwave Oven| RMW20BAP,"₦85,000.00",SIMs,In stock,60072
Royal Water Dispenser| RWD905S,"₦156,000.00",SIMs,In stock,60073
Royal Water Dispenser| RWDF1670B,"₦203,000.00",SIMs,In stock,60074
Royal Water Dispenser| RWDF1671R,"₦203,000.00",SIMs,In stock,60075
Royal Water Dispenser| RWDF2010B,"₦240,000.00",SIMs,In stock,60076
Royal 18 Inch Rechargeable Standing Fan| RRF18K,"₦111,000.00",SIMs,In stock,60077
Royal 18 Inch Rechargeable Standing Fan| RRF45H18B,"₦110,000.00",SIMs,In stock,60079
Royal 18 Inch Rechargeable Standing Fan| RRF59H18W,"₦115,000.00",SIMs,In stock,60080
Royal 16 Inch Non-Rechargeable Standing Fan| RSF-4116,"₦56,000.00",SIMs,In stock,60081
Royal Non-Rechargeable 2 Litres Mist Fan| RMF-7116,"₦123,000.00",SIMs,In stock,60082
Royal Rechargeable Mist Fan| RRMF-1172,"₦143,000.00",SIMs,In stock,60083
Royal 2 Slice Toaster| RT01101DBC,"₦26,000.00",SIMs,In stock,60084
Royal 2 Slice Toaster| RBTA1057-CB,"₦28,000.00",SIMs,In stock,60085
Royal 4 Slice Toaster| RBTA5018-GS,"₦51,000.00",SIMs,In stock,60086
Royal 2 Piece Sandwich Maker| RSM1008DBC,"₦29,000.00",SIMs,In stock,60087
Royal 2 Piece Sandwich Maker| RSM1008-CB,"₦35,000.00",SIMs,In stock,60088
Royal 0.5 Litres Juice| RJE3000-GS,"₦19,000.00",SIMs,In stock,60089
Royal 0.8 Litres Juice| RJC3400-GS,"₦25,000.00",SIMs,In stock,60090
Royal Blender- Blue| RBL810B,"₦20,000.00",SIMs,In stock,60091
Royal Electric Blender 1.5Litres| RBL9002WB,"₦37,000.00",SIMs,In stock,60092
Royal Electric Blender 1.5Litres| RBL9002RB,"₦37,000.00",SIMs,In stock,60093
Royal Electric Blender 1.5Litres| RBL9002BB,"₦37,000.00",SIMs,In stock,60094
Royal Swiss Blender 500W Glass + Stainless Steel Blender| RBL1055GL-SS,"₦51,000.00",SIMs,In stock,60095
Royal Swiss Glass Blender With Grinder| RBL9708GL-SS,"₦66,000.00",SIMs,In stock,60096
Royal Electric Blender 1.5 Litres| RBL2005WB,"₦34,000.00",SIMs,In stock,60097
Royal Electric Blender 1.5 Litres| RBL2005WG,"₦34,000.00",SIMs,In stock,60098
Royal 2000W Blender| RBL9720-CB,"₦161,000.00",SIMs,In stock,60099
Royal Electric Blender 1.5 Litres| RBL2005BG,"₦34,000.00",SIMs,In stock,60100
Royal Electric Kettle 1.8Litres| RPEK-1803BW,"₦23,000.00",SIMs,In stock,60102
Royal Electric Kettle 1.8Litres| RPEK-1803RB,"₦23,000.00",SIMs,In stock,60103
Royal Electric Kettle 1.8Litres| RPEK-1803BLW,"₦23,000.00",SIMs,In stock,60104
Royal Electric Kettle 2.95Litres RSEK-1807SS| RSEK1807SS,"₦25,000.00",SIMs,In stock,60105
Royal 6L Air Fryer| RAF9005T- GS,"₦111,000.00",SIMs,In stock,60106
Royal 3.5L Air Fryer| RAF9001-GS,"₦81,000.00",SIMs,In stock,60107
Royal Steam Iron 1000W| RDI-F158WB,"₦15,000.00",SIMs,In stock,60108
Royal Steam Iron 1200W| RSI-F158WB,"₦20,000.00",SIMs,In stock,60109
Royal Dry Iron| RDI-F176WB,"₦15,000.00",SIMs,In stock,60110
Royal Steam Iron| RSI-F272WP,"₦20,000.00",SIMs,In stock,60111
Royal Steam Iron 2200W| RSI-F281WB,"₦22,000.00",SIMs,In stock,60112
Daikin 1.5HP Split Air Conditioner with Kit| GTQ35/RQG35,"₦398,200.00",Panasonic/Kenstar/Daikin,In stock,70307
Contour Better Sleep Collection,"₦76,900.00",Stormy Store,In stock,19024
Hisense H32AOSL1S5 Air Fryer Oven 32 Liter| HISAF32AOSL1S5-H,"₦126,200.00",LG/ Hisense/ Maxi Shopahome,In stock,20424
LG Split AC 2.5HP Dual Inverter| LGSPL25HPGENCOOL-B| LGSPL25HPGENCOL-B,"₦880,600.00",LG/ Hisense/ Maxi Shopahome,In stock,20165
LG Split AC 1.5HP Dual Inverter| LGSPL15HPGENCOOL-B,"₦505,600.00",LG/ Hisense/ Maxi Shopahome,In stock,20292
LG Split AC 1.5HP Artcool Black Mirror| LGSPL15HPGENARTMIR,"₦794,200.00",LG/ Hisense/ Maxi Shopahome,In stock,20163
LG Split AC 1.0HP Smart Inverter| LGSPL10HPGENCOOL-C,"₦409,400.00",LG/ Hisense/ Maxi Shopahome,In stock,20167
Hisense Floor Standing AC 3.0HP| HISFS3HP,"₦794,800.00",LG/ Hisense/ Maxi Shopahome,In stock,20255
Hisense Floor Standing AC 2.0HP| HISFS2HP,"₦627,700.00",LG/ Hisense/ Maxi Shopahome,In stock,20297
LG Split AC 1.0HP Dual Inverter| LGSPL10HPGENCOOL-B,"₦454,300.00",LG/ Hisense/ Maxi Shopahome,In stock,20294
LG Split AC 2.0HP Artcool Black Mirror| LGSPL20HPGENARTMR,"₦992,900.00",LG/ Hisense/ Maxi Shopahome,In stock,20164
LG Floor Standing AC 3.0HP Inverter| LGFS3HPINVERTER,"₦1,396,800.00",LG/ Hisense/ Maxi Shopahome,In stock,20108
LG Floor Standing AC 2.0HP Inverter| LGFS2HPINVERTER,"₦1,089,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20290
Hisense Split AC 1.0HP| HISSPL10HPCOPPER,"₦291,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20259
Hisense Split AC 1.0HP Inverter| HISSPL10HPINV,"₦352,900.00",LG/ Hisense/ Maxi Shopahome,In stock,20257
Hisense Split AC 2.0HP Inverter| HISSPL20HPINV,"₦570,400.00",LG/ Hisense/ Maxi Shopahome,In stock,20110
Hisense Floor Standing AC 5.0HP| HISFS5HP,"₦1,371,900.00",LG/ Hisense/ Maxi Shopahome,In stock,20107
LG Split AC 2.0HP Dual Inverter| LGSPL20HPGENCOOL-B,"₦762,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20291
LG Floor Standing AC 5.0HP Inverter| LGFS5HPINVERTER,"₦2,287,800.00",LG/ Hisense/ Maxi Shopahome,In stock,20442
Royal 1HP Inverter Air Conditioner with Installation Kit EA09RSAX- INV| EA09RSAX-INV,"₦401,000.00",SIMs,In stock,60121
Royal 1.5HP Inverter Air Conditioner with Installation Kit EA12RSAX- INV| EA12RSAX-INV,"₦422,000.00",SIMs,In stock,60122
Royal 2HP Inverter Air Conditioner with Installation Kit EA18RSAX- INV|EA18RSAX-INV,"₦649,000.00",SIMs,In stock,60123
Royal Free Standing Dish Washer| RBDW12-7S,"₦536,000.00",SIMs,In stock,60124
Royal 60CM 4 Burner Built-In Gas Hobs| RBGH60S4S,"₦174,000.00",SIMs,In stock,60125
Royal 60CM 4 Burner Built-In Gas Hobs| RBGH60G4B,"₦200,000.00",SIMs,In stock,60126
Royal 75CM 5 Burner Built-In Gas Hobs| RBGH75G5B,"₦354,000.00",SIMs,In stock,60127
Royal 60CM T-Shaped Built-In Hood|RBCH60M77,"₦224,000.00",SIMs,In stock,60128
Royal 60CM Angle Shaped Hood| RBCH60MG8,"₦232,000.00",SIMs,In stock,60129
Royal 78L Built-In Electric Oven| RBIE078S,"₦345,000.00",SIMs,In stock,60130
Royal 20L Built-In Microwave| RBIMW20S,"₦230,000.00",SIMs,In stock,60131
Royal 25L Built-In Microwave| RBIMW25S,"₦289,000.00",SIMs,In stock,60132
Midea 1HP Air Conditioner Window Unit| MWF1-09CM,"₦237,000.00",Somotex Shopahome,In stock,16000
Midea 1.5HP Air Conditioner Window Unit| MWF1-12CM,"₦318,500.00",Somotex Shopahome,In stock,16001
Midea 2HP Air Conditioner Window Unit| MWF2-18CM,"₦416,000.00",Somotex Shopahome,In stock,16002
Midea 1HP Split Unit Air Conditioner| MSAF-09CRN1,"₦348,000.00",Somotex Shopahome,In stock,16003
Midea 1.5HP Split Unit Air Conditioner| MSAF-12CRN1,"₦376,000.00",Somotex Shopahome,In stock,16004
Midea 2HP Split Unit Air Conditioner| MSAF-18CRN1,"₦532,000.00",Somotex Shopahome,In stock,16005
Midea 142L Chest Freezer| HS-186CN SILVER| HS-186CN,"₦230,000.00",Somotex Shopahome,In stock,16022
Midea 290L Chest Freezer| HS-377CN SILVER| HS-377CN,"₦429,000.00",Somotex Shopahome,In stock,16024
Midea 45L Bedside Portable Mini Refrigerator| HS-65L,"₦100,000.00",Somotex Shopahome,In stock,16025
Midea 85 Litres Single Door Refrigerator| HS-112L SILVER| HS-112L,"₦176,000.00",Somotex Shopahome,In stock,16026
Midea 87L Double Door Refrigerator| HD-113F SILVER| HD-113F,"₦220,000.00",Somotex Shopahome,In stock,16027
Midea 173L Double Door Refrigerator| HD-216F JAZZ BLACK| HD-216F,"₦286,000.00",Somotex Shopahome,In stock,16028
Midea 190 Litres Single Door Refrigerator| HS-247L,"₦250,000.00",Somotex Shopahome,In stock,16029
Midea 204 Litres Double Door Refrigerator| HD-273F JAZZ BLACK| HD-273F,"₦334,000.00",Somotex Shopahome,In stock,16030
Midea 266L Double Door Refrigerator| HD-366FWEN JAZZ BLACK| HD-366FWEN,"₦286,000.00",Somotex Shopahome,In stock,16031
Midea 280L Double Door Refrigerator| HD-366FWEN,"₦286,000.00",Somotex Shopahome,In stock,16032
Midea 360L Double Door Refrigerator| HD-468FWEN,"₦396,000.00",Somotex Shopahome,In stock,16033
Midea 365L Double Door Refrigerator Dark Silver| HD-636FWEN,"₦405,000.00",Somotex Shopahome,In stock,16034
Midea 460L Side by Side Refrigerator| HC-598WEN,"₦589,500.00",Somotex Shopahome,In stock,16035
Midea 469L Side-by-Side Refrigerator| HQ-610WEN BLACK| HQ-610WEN,"₦567,000.00",Somotex Shopahome,In stock,16036
Midea 470L Side By Side Refrigerator| HC-611WEN 470LTS| HC-611WEN,"₦695,000.00",Somotex Shopahome,In stock,16037
Midea 480L Double Door Refrigerator| HD-624FWEN,"₦477,500.00",Somotex Shopahome,In stock,16038
Midea 482L Side By Side Refrigerator| HQ-627WEN BLACK GLASS| HQ-627WEN,"₦505,500.00",Somotex Shopahome,In stock,16039
Midea 510L Side by Side Refrigerator| HC 689WEN-SILVER WITH HANDLE| HC-689WEN,"₦997,000.00",Somotex Shopahome,In stock,16040
Midea 510L Side by Side Refrigerator| HC 689WEN-BLK WITHOUT HANDLE| HC-689WEN,"₦997,000.00",Somotex Shopahome,In stock,16041
Midea 490L Side by Side Refrigerator with Water and Ice Dispenser| HC-657WEN,"₦902,000.00",Somotex Shopahome,In stock,16042
Midea 500L 4 Door Refrigerator with Inverter Compressor| HQ 692 WEN| HQ-692WEN,"₦783,000.00",Somotex Shopahome,In stock,16043
Midea 650 Litres Top Freezer Refrigerator| HD-845FWEN,"₦673,500.00",Somotex Shopahome,In stock,16045
Midea 309L Showcase Fridge| HS-411S BEVERAGE COOLER| HS-411S,"₦461,000.00",Somotex Shopahome,In stock,16046
Midea 8KG Twin Tub Semi Automatic Washing Machine| MT100W80/WG 8KG,"₦235,000.00",Somotex Shopahome,In stock,16048
Midea 10KG Twin Tub Semi Automatic Washing Machine| MT100W100/WG 10KG,"₦284,000.00",Somotex Shopahome,In stock,16049
Midea 8KG Front Load Washing Machine| MF200D80B/T,"₦237,000.00",Somotex Shopahome,In stock,16052
Midea Washer Dryer 8/5 kg Front Load Smart Sensor with In-built Heater Washing Machine| MF100D80B/T 8KG,"₦349,000.00",Somotex Shopahome,In stock,16053
Midea 7KG Front Load Automatic Washing Machine| MF100W70/T 7KG,"₦399,000.00",Somotex Shopahome,In stock,16063
Midea 50*55 4 Burner Grill Oven Gas Cooker| 20BMG4G007-B,"₦163,000.00",Somotex Shopahome,In stock,16068
Midea 50*55 3 Gas Burner + 1 Electric Cooker| 20BMG4Q007-S-BLACK| 20BMG4Q007-S,"₦219,000.00",Somotex Shopahome,In stock,16069
Midea 60*60 4 Gas Burner Cooker| 24BMG4G058,"₦227,000.00",Somotex Shopahome,In stock,16070
Midea 5 Burner 90*60 Gas Cooker Half Inox| 36LMG5G028-B,"₦489,000.00",Somotex Shopahome,In stock,16072
Midea 20 Liter Microwave Oven| MM720CFB-B,"₦86,000.00",Somotex Shopahome,In stock,16075
Midea 25 Liter Grill Microwave Oven| AC925EYG,"₦181,000.00",Somotex Shopahome,In stock,16076
Midea 25L Microwave Oven With Grill| AG9P022KE-B,"₦107,000.00",Somotex Shopahome,In stock,16077
Midea 20 Liter Grill Microwave Oven| MG720CFB-B,"₦95,000.00",Somotex Shopahome,In stock,16078
Midea 30L Microwave Oven Freestanding Digital Grill| EG9P032MX-S,"₦115,000.00",Somotex Shopahome,In stock,16079
Bruhm 2HP Floor Standing Air Conditioner with Free Instillation Kit 3M| BRUHM AC-BAS-18CCMW,"₦570,000.00",Somotex Shopahome,In stock,16511
Bruhm 1HP Split Air Conditioner with Free Instillation Kit R410| BAS-09RCEW,"₦301,000.00",Somotex Shopahome,In stock,16512
Bruhm 1.5HP Split Air Conditioner with Free Instillation Kit R410| BAS-12RCEW,"₦332,000.00",Somotex Shopahome,In stock,16513
Bruhm 2HP Split Air Conditioner with Free Instillation Kit R410| BAS-18RCEW,"₦516,000.00",Somotex Shopahome,In stock,16514
Bruhm 1HP Split Inverter Air Conditioner with Free Instillation Kit R410| BAS-09ICXW,"₦408,000.00",Somotex Shopahome,In stock,16516
Bruhm 1.5HP Split Inverter Air Conditioner with Free Instillation Kit R410| BAS-12ICXW,"₦432,000.00",Somotex Shopahome,In stock,16517
Bruhm 2HP Split Inverter Air Conditioner with Free Instillation Kit R410| BAS-18ICXW,"₦586,000.00",Somotex Shopahome,In stock,16518
Bruhm 152L Single Door Chest Freezer| BCS-160MR SILVER,"₦236,000.00",Somotex Shopahome,In stock,16523
Bruhm 200L Single Door Chest Freezer| BCS-210MR SILVER,"₦272,000.00",Somotex Shopahome,In stock,16524
Bruhm 283L Single Door Chest Freezer| BCS-310MR SILVER,"₦362,000.00",Somotex Shopahome,In stock,16525
Bruhm 477L Double Door Chest Freezer| BCD-500M,"₦678,000.00",Somotex Shopahome,In stock,16534
Bruhm 677L Double Door Chest Freezer| BCD-700M,"₦779,000.00",Somotex Shopahome,In stock,16535
Bruhm 185L Showcase Freezer| BCD-190MC GREY,"₦300,000.00",Somotex Shopahome,In stock,16536
Bruhm 93L Single Door Refrigerator| BRS-93MMDS SILVER,"₦155,000.00",Somotex Shopahome,In stock,16541
Bruhm 180L Single Door Refrigerator| BFS-190MD,"₦285,000.00",Somotex Shopahome,In stock,16542
Bruhm 200 Liters Double Door Fridge| BRUHM REF BFD-200MD,"₦298,000.00",Somotex Shopahome,In stock,16543
Bruhm 205 Liters Double Door Fridge| BRUHM REF BFD-210MD,"₦301,000.00",Somotex Shopahome,In stock,16544
Bruhm 436L Side by Side Refrigerator| BRUHM REF BFX-436ENG,"₦778,000.00",Somotex Shopahome,In stock,16550
Bruhm Water Dispenser| BDS-1169 BLACK,"₦134,000.00",Somotex Shopahome,In stock,16551
Bruhm 329L Beverage Cooler Single Door| BBS-329M,"₦536,000.00",Somotex Shopahome,In stock,16552
Bruhm 409L Beverage Cooler Double Door BFV-409SD 409LTS| BBD-409M,"₦890,000.00",Somotex Shopahome,In stock,16553
Bruhm 50*50 4 Gas Burner Cooker| BGC-5540IB BLACK,"₦135,000.00",Somotex Shopahome,In stock,16558
Bruhm 50*55 4 Burner (3 Gas + 1 Electric) Cooker| BGC-5531IB -BLACK,"₦188,000.00",Somotex Shopahome,In stock,16560
Bruhm 60*55 4 Burner (3 Gas + 1 Electric) Cooker| BGC-6631SN- WOODEN FINISH,"₦410,000.00",Somotex Shopahome,In stock,16562
Bruhm 90*60 6 Burner (4 Gas + 2 Electric) Cooker| BGC-9642SN- WOODEN FINISH,"₦667,000.00",Somotex Shopahome,In stock,16563
Bruhm 2 Burners Glass Table Top Cooker| BGC-BT2G 2 BURNERS,"₦45,000.00",Somotex Shopahome,In stock,16565
Bruhm 2 Burner Non Stick Gas Stove| BGC-MT2B 2 BURNERS,"₦30,000.00",Somotex Shopahome,In stock,16566
Bruhm 2 Burner Non Stick Gas Stove| BGC-MT2S 2 BURNERS,"₦33,000.00",Somotex Shopahome,In stock,16567
Bruhm 7KG Twin Tub Washer| BWT-070H,"₦154,000.00",Somotex Shopahome,In stock,16568
Bruhm 8KG Twin Tub Washer| BWT-080H,"₦199,000.00",Somotex Shopahome,In stock,16569
Bruhm 11KG Twin Tub Washer| BWT-110H,"₦241,000.00",Somotex Shopahome,In stock,16570
Bruhm 12KG Twin Tub Washer| BWT-120H,"₦264,000.00",Somotex Shopahome,In stock,16571
Nexus 1HP Split Unit AC| NX-MSSH9000SC,"₦305,000.00",Nexus Shopahome,In stock,50000
Nexus 1.5HP Split Unit AC| NX-MSSH12000SC,"₦331,000.00",Nexus Shopahome,In stock,50001
Nexus 2.5HP Floor Standing AC| NX-SAC24000SFS,"₦659,000.00",Nexus Shopahome,In stock,50005
Nexus 3.5HP Floor Standing AC| NX-SAC30000SFS,"₦776,000.00",Nexus Shopahome,In stock,50006
Nexus 100L Chest Freezer| NX-150,"₦194,000.00",Nexus Shopahome,In stock,50007
Nexus 100L Chest Freezer| NX-150EF - Blossom Flower,"₦199,000.00",Nexus Shopahome,In stock,50010
NEXUS 150L Chest Freezer| NX-160 - Silver,"₦230,000.00",Nexus Shopahome,In stock,50011
Nexus 200L Chest Freezer| NX-265 - Silver,"₦260,000.00",Nexus Shopahome,In stock,50015
Nexus 200L Chest Freezer| NX-265 - Wine Red,"₦265,000.00",Nexus Shopahome,In stock,50016
Nexus 200L Chest Freezer| NX-265 - Blue,"₦265,000.00",Nexus Shopahome,In stock,50017
Nexus 230L Chest Freezer| NX-420C - Wood Door,"₦354,000.00",Nexus Shopahome,In stock,50024
Nexus 420L Chest Freezer| NX-800C - Blue,"₦509,000.00",Nexus Shopahome,In stock,50028
Nexus 226L Transparent Top Chest Freezer| NX226Q-TF,"₦406,000.00",Nexus Shopahome,In stock,50030
Nexus 6 Drawer Standing Freezer| NX-262,"₦325,000.00",Nexus Shopahome,In stock,50032
Nexus 486L Chest Freezer| NX-595G - Silver,"₦554,000.00",Nexus Shopahome,In stock,50033
Nexus 486L Chest Freezer| NX-595CP - Cool Pack Blue,"₦559,000.00",Nexus Shopahome,In stock,50034
Nexus 562L Double Door Chest Freezer| NX-695C -Blue,"₦613,000.00",Nexus Shopahome,In stock,50037
Nexus 562L Double Door Chest Freezer| NX-695C - Red,"₦613,000.00",Nexus Shopahome,In stock,50038
Nexus 562L Double Door Chest Freezer| NX-695CP - Cool Pack Blue,"₦615,000.00",Nexus Shopahome,In stock,50039
Nexus 48L Bedside Mini Refrigerator| NX-65,"₦100,000.00",Nexus Shopahome,In stock,50040
Nexus 48L Bedside Mini Refrigerator| NX-65 - Wood Finish,"₦101,000.00",Nexus Shopahome,In stock,50041
Nexus 95L Refrigerator| NX-125 - Black,"₦158,000.00",Nexus Shopahome,In stock,50043
Nexus 135L Refrigerator| NX-155,"₦190,000.00",Nexus Shopahome,In stock,50044
Nexus 85L Refrigerator| NX-130 -Black,"₦207,000.00",Nexus Shopahome,In stock,50045
Nexus 118L Double Door Refrigerator| NX-140 - Silver,"₦224,000.00",Nexus Shopahome,In stock,50046
Nexus 132L Double Door Refrigerator| NX-175 - Silver,"₦266,000.00",Nexus Shopahome,In stock,50047
Nexus 182L Double Door Refrigerator| NX-225 -Silver,"₦291,000.00",Nexus Shopahome,In stock,50050
Nexus 172L Double Door Refrigerator| NX-235 -Red,"₦296,000.00",Nexus Shopahome,In stock,50051
Nexus 205L Double Door Refrigerator| NX-260NF - INOX,"₦336,000.00",Nexus Shopahome,In stock,50053
